Serial Number:20485855 --

"Date Time, GMT -0400","Temp, (*F)","RH, (%)","DewPt, (*F)","Host Connect","EOF"
2019-09-08 15:00:00,105.20,44.30,79.08, , 
2019-09-08 15:15:00,104.12,44.49,78.24, , 
2019-09-08 15:30:00,103.35,45.72,78.37, , 
2019-09-08 15:45:00,104.43,44.53,78.54, , 
2019-09-08 16:00:00,105.12,44.30,79.01, , 
2019-09-08 16:15:00,104.20,44.98,78.64, , 
2019-09-08 16:30:00,103.27,44.98,77.81, , 
2019-09-08 16:45:00,100.57,47.75,77.17, , 
2019-09-08 17:00:00,97.86,51.01,76.70, , 
2019-09-08 17:15:00,94.00,55.14,75.49, , 
2019-09-08 17:30:00,91.15,58.44,74.57, , 
2019-09-08 17:45:00,89.52,62.14,74.89, , 
2019-09-08 18:00:00,87.98,64.49,74.54, , 
2019-09-08 18:15:00,86.74,66.33,74.22, , 
2019-09-08 18:30:00,86.13,67.75,74.26, , 
2019-09-08 18:45:00,85.59,68.95,74.27, , 
2019-09-08 19:00:00,85.20,69.51,74.15, , 
2019-09-08 19:15:00,85.20,69.90,74.31, , 
2019-09-08 19:30:00,84.81,70.44,74.17, , 
2019-09-08 19:45:00,84.27,71.71,74.19, , 
2019-09-08 20:00:00,83.58,72.63,73.90, , 
2019-09-08 20:15:00,82.96,73.54,73.68, , 
2019-09-08 20:30:00,82.73,74.04,73.66, , 
2019-09-08 20:45:00,82.50,75.01,73.82, , 
2019-09-08 21:00:00,82.34,74.86,73.62, , 
2019-09-08 21:15:00,82.11,75.85,73.79, , 
2019-09-08 21:30:00,81.80,76.29,73.66, , 
2019-09-08 21:45:00,81.73,75.80,73.39, , 
2019-09-08 22:00:00,81.73,76.81,73.79, , 
2019-09-08 22:15:00,81.73,76.81,73.79, , 
2019-09-08 22:30:00,81.57,77.25,73.81, , 
2019-09-08 22:45:00,81.49,77.66,73.89, , 
2019-09-08 23:00:00,81.42,77.77,73.86, , 
2019-09-08 23:15:00,81.49,77.60,73.87, , 
2019-09-08 23:30:00,81.42,78.23,74.03, , 
2019-09-08 23:45:00,81.42,78.58,74.17, , 
2019-09-09 00:00:00,81.34,79.04,74.27, , 
2019-09-09 00:15:00,81.42,79.44,74.49, , 
2019-09-09 00:30:00,81.34,79.10,74.29, , 
2019-09-09 00:45:00,81.18,79.42,74.26, , 
2019-09-09 01:00:00,81.11,79.47,74.20, , 
2019-09-09 01:15:00,80.88,79.90,74.14, , 
2019-09-09 01:30:00,80.80,80.36,74.24, , 
2019-09-09 01:45:00,80.80,80.48,74.28, , 
2019-09-09 02:00:00,80.80,80.48,74.28, , 
2019-09-09 02:15:00,80.57,80.79,74.17, , 
2019-09-09 02:30:00,80.26,80.36,73.71, , 
2019-09-09 02:45:00,80.10,80.79,73.72, , 
2019-09-09 03:00:00,79.95,80.79,73.57, , 
2019-09-09 03:15:00,79.87,80.82,73.50, , 
2019-09-09 03:30:00,79.64,81.19,73.41, , 
2019-09-09 03:45:00,79.49,82.05,73.58, , 
2019-09-09 04:00:00,79.41,82.50,73.67, , 
2019-09-09 04:15:00,79.41,83.52,74.03, , 
2019-09-09 04:30:00,79.18,83.83,73.92, , 
2019-09-09 04:45:00,79.10,83.95,73.88, , 
2019-09-09 05:00:00,78.95,83.92,73.72, , 
2019-09-09 05:15:00,78.87,83.47,73.48, , 
2019-09-09 05:30:00,78.79,82.87,73.19, , 
2019-09-09 05:45:00,78.71,82.84,73.11, , 
2019-09-09 06:00:00,78.79,83.75,73.51, , 
2019-09-09 06:15:00,78.95,83.89,73.71, , 
2019-09-09 06:30:00,79.95,82.67,74.26, , 
2019-09-09 06:45:00,81.34,81.88,75.32, , 
2019-09-09 07:00:00,83.42,79.33,76.40, , 
2019-09-09 07:15:00,85.97,75.27,77.28, , 
2019-09-09 07:30:00,88.44,72.72,78.61, , 
2019-09-09 07:45:00,90.14,68.50,78.42, , 
2019-09-09 08:00:00,92.23,66.36,79.44, , 
2019-09-09 08:15:00,93.93,63.51,79.70, , 
2019-09-09 08:30:00,96.55,59.46,80.15, , 
2019-09-09 08:45:00,98.02,56.20,79.79, , 
2019-09-09 09:00:00,99.64,55.54,80.94, , 
2019-09-09 09:15:00,98.40,55.98,80.03, , 
2019-09-09 09:30:00,97.32,57.94,80.08, , 
2019-09-09 09:45:00,99.18,53.69,79.47, , 
2019-09-09 10:00:00,101.73,49.16,79.11, , 
2019-09-09 10:15:00,100.41,52.24,79.77, , 
2019-09-09 10:30:00,100.88,50.94,79.42, , 
2019-09-09 10:45:00,104.58,47.24,80.49, , 
2019-09-09 11:00:00,106.44,46.46,81.66, , 
2019-09-09 11:15:00,107.29,44.62,81.18, , 
2019-09-09 11:30:00,105.74,46.24,80.88, , 
2019-09-09 11:45:00,105.59,47.30,81.44, , 
2019-09-09 12:00:00,104.97,45.11,79.42, , 
2019-09-09 12:15:00,107.83,44.14,81.33, , 
2019-09-09 12:30:00,108.68,43.94,81.95, , 
2019-09-09 12:45:00,109.60,42.67,81.88, , 
2019-09-09 13:00:00,110.84,40.16,81.11, , 
2019-09-09 13:15:00,107.21,43.78,80.52, , 
2019-09-09 13:30:00,106.20,43.78,79.62, , 
2019-09-09 13:45:00,101.34,47.75,77.87, , 
2019-09-09 14:00:00,99.10,50.81,77.72, , 
2019-09-09 14:15:00,100.03,50.56,78.41, , 
2019-09-09 14:30:00,102.27,48.61,79.26, , 
2019-09-09 14:45:00,101.80,48.36,78.68, , 
2019-09-09 15:00:00,101.57,48.36,78.47, , 
2019-09-09 15:15:00,100.64,48.74,77.87, , 
2019-09-09 15:30:00,99.18,50.78,77.77, , 
2019-09-09 15:45:00,95.32,56.01,77.18, , 
2019-09-09 16:00:00,92.69,59.37,76.49, , 
2019-09-09 16:15:00,92.38,59.86,76.45, , 
2019-09-09 16:30:00,91.92,60.57,76.37, , 
2019-09-09 16:45:00,91.30,61.28,76.14, , 
2019-09-09 17:00:00,90.91,62.50,76.38, , 
2019-09-09 17:15:00,89.76,65.64,76.76, , 
2019-09-09 17:30:00,88.91,66.54,76.37, , 
2019-09-09 17:45:00,88.06,68.23,76.31, , 
2019-09-09 18:00:00,87.21,70.14,76.34, , 
2019-09-09 18:15:00,85.97,71.59,75.77, , 
2019-09-09 18:30:00,85.05,72.95,75.45, , 
2019-09-09 18:45:00,84.66,72.89,75.05, , 
2019-09-09 19:00:00,84.27,73.81,75.05, , 
2019-09-09 19:15:00,83.89,74.28,74.87, , 
2019-09-09 19:30:00,83.89,74.69,75.04, , 
2019-09-09 19:45:00,83.96,75.04,75.25, , 
2019-09-09 20:00:00,84.04,74.54,75.13, , 
2019-09-09 20:15:00,84.20,75.12,75.51, , 
2019-09-09 20:30:00,84.27,75.12,75.58, , 
2019-09-09 20:45:00,84.27,75.18,75.61, , 
2019-09-09 21:00:00,84.27,73.72,75.02, , 
2019-09-09 21:15:00,83.89,74.63,75.01, , 
2019-09-09 21:30:00,83.89,75.50,75.36, , 
2019-09-09 21:45:00,83.81,75.50,75.29, , 
2019-09-09 22:00:00,83.66,76.09,75.37, , 
2019-09-09 22:15:00,83.50,76.12,75.23, , 
2019-09-09 22:30:00,83.50,76.58,75.42, , 
2019-09-09 22:45:00,83.42,76.41,75.27, , 
2019-09-09 23:00:00,83.42,76.99,75.50, , 
2019-09-09 23:15:00,83.35,76.93,75.40, , 
2019-09-09 23:30:00,83.19,75.56,74.71, , 
2019-09-09 23:45:00,83.12,75.91,74.78, , 
2019-09-10 00:00:00,82.88,76.52,74.80, , 
2019-09-10 00:15:00,82.81,77.74,75.19, , 
2019-09-10 00:30:00,82.73,77.39,74.99, , 
2019-09-10 00:45:00,82.65,77.77,75.06, , 
2019-09-10 01:00:00,82.65,78.72,75.42, , 
2019-09-10 01:15:00,82.34,78.26,74.95, , 
2019-09-10 01:30:00,82.65,78.32,75.27, , 
2019-09-10 01:45:00,82.57,78.35,75.20, , 
2019-09-10 02:00:00,82.65,79.30,75.64, , 
2019-09-10 02:15:00,82.42,78.81,75.23, , 
2019-09-10 02:30:00,82.27,77.74,74.67, , 
2019-09-10 02:45:00,82.19,76.38,74.07, , 
2019-09-10 03:00:00,82.03,77.19,74.23, , 
2019-09-10 03:15:00,81.73,78.15,74.30, , 
2019-09-10 03:30:00,81.65,78.55,74.38, , 
2019-09-10 03:45:00,81.26,78.95,74.16, , 
2019-09-10 04:00:00,80.95,79.85,74.19, , 
2019-09-10 04:15:00,81.11,79.99,74.40, , 
2019-09-10 04:30:00,80.80,80.76,74.39, , 
2019-09-10 04:45:00,80.88,81.42,74.70, , 
2019-09-10 05:00:00,81.11,80.51,74.59, , 
2019-09-10 05:15:00,80.95,80.33,74.38, , 
2019-09-10 05:30:00,80.72,80.82,74.33, , 
2019-09-10 05:45:00,80.49,83.16,74.96, , 
2019-09-10 06:00:00,80.41,83.52,75.02, , 
2019-09-10 06:15:00,80.57,84.09,75.37, , 
2019-09-10 06:30:00,81.34,83.18,75.80, , 
2019-09-10 06:45:00,82.34,81.13,76.03, , 
2019-09-10 07:00:00,83.42,78.93,76.25, , 
2019-09-10 07:15:00,85.20,75.36,76.57, , 
2019-09-10 07:30:00,88.06,70.26,77.20, , 
2019-09-10 07:45:00,88.83,69.87,77.77, , 
2019-09-10 08:00:00,89.52,69.33,78.20, , 
2019-09-10 08:15:00,93.31,62.72,78.74, , 
2019-09-10 08:30:00,94.93,60.33,79.08, , 
2019-09-10 08:45:00,95.55,58.81,78.88, , 
2019-09-10 09:00:00,95.78,59.65,79.53, , 
2019-09-10 09:15:00,95.16,59.09,78.66, , 
2019-09-10 09:30:00,97.48,56.92,79.68, , 
2019-09-10 09:45:00,100.18,54.04,80.59, , 
2019-09-10 10:00:00,101.49,53.06,81.24, , 
2019-09-10 10:15:00,104.27,49.00,81.33, , 
2019-09-10 10:30:00,105.82,46.24,80.95, , 
2019-09-10 10:45:00,105.74,46.50,81.05, , 
2019-09-10 11:00:00,108.21,44.14,81.67, , 
2019-09-10 11:15:00,108.06,43.94,81.40, , 
2019-09-10 11:30:00,106.82,44.40,80.61, , 
2019-09-10 11:45:00,106.36,45.66,81.05, , 
2019-09-10 12:00:00,105.35,46.66,80.81, , 
2019-09-10 12:15:00,105.90,45.14,80.28, , 
2019-09-10 12:30:00,107.21,43.78,80.52, , 
2019-09-10 12:45:00,106.28,45.11,80.61, , 
2019-09-10 13:00:00,106.13,45.37,80.64, , 
2019-09-10 13:15:00,102.57,48.17,79.26, , 
2019-09-10 13:30:00,102.11,49.67,79.78, , 
2019-09-10 13:45:00,102.88,46.79,78.65, , 
2019-09-10 14:00:00,103.96,46.59,79.51, , 
2019-09-10 14:15:00,102.03,49.70,79.73, , 
2019-09-10 14:30:00,100.57,50.40,78.81, , 
2019-09-10 14:45:00,99.33,51.29,78.21, , 
2019-09-10 15:00:00,98.64,49.41,76.45, , 
2019-09-10 15:15:00,98.64,50.46,77.08, , 
2019-09-10 15:30:00,96.55,55.83,78.23, , 
2019-09-10 15:45:00,96.24,54.23,77.06, , 
2019-09-10 16:00:00,95.70,54.45,76.68, , 
2019-09-10 16:15:00,92.92,58.63,76.33, , 
2019-09-10 16:30:00,90.76,62.47,76.22, , 
2019-09-10 16:45:00,89.83,63.91,76.03, , 
2019-09-10 17:00:00,88.68,64.55,75.23, , 
2019-09-10 17:15:00,87.67,64.94,74.46, , 
2019-09-10 17:30:00,86.82,66.60,74.41, , 
2019-09-10 17:45:00,86.44,68.56,74.91, , 
2019-09-10 18:00:00,85.90,69.15,74.66, , 
2019-09-10 18:15:00,85.43,69.48,74.36, , 
2019-09-10 18:30:00,84.97,70.44,74.32, , 
2019-09-10 18:45:00,84.51,72.42,74.71, , 
2019-09-10 19:00:00,84.27,73.28,74.84, , 
2019-09-10 19:15:00,84.12,73.16,74.64, , 
2019-09-10 19:30:00,83.96,74.16,74.90, , 
2019-09-10 19:45:00,84.04,75.59,75.55, , 
2019-09-10 20:00:00,83.73,77.08,75.83, , 
2019-09-10 20:15:00,83.58,75.53,75.08, , 
2019-09-10 20:30:00,83.27,74.57,74.39, , 
2019-09-10 20:45:00,83.12,75.91,74.78, , 
2019-09-10 21:00:00,83.12,77.37,75.35, , 
2019-09-10 21:15:00,83.19,77.97,75.66, , 
2019-09-10 21:30:00,83.12,78.78,75.89, , 
2019-09-10 21:45:00,82.96,78.35,75.58, , 
2019-09-10 22:00:00,82.88,77.39,75.13, , 
2019-09-10 22:15:00,83.12,78.44,75.76, , 
2019-09-10 22:30:00,83.19,78.84,75.99, , 
2019-09-10 22:45:00,83.27,78.72,76.02, , 
2019-09-10 23:00:00,83.27,77.97,75.73, , 
2019-09-10 23:15:00,83.04,78.29,75.63, , 
2019-09-10 23:30:00,82.96,77.83,75.38, , 
2019-09-10 23:45:00,82.81,77.86,75.24, , 
2019-09-11 00:00:00,82.81,77.92,75.26, , 
2019-09-11 00:15:00,82.81,77.34,75.04, , 
2019-09-11 00:30:00,82.65,78.20,75.22, , 
2019-09-11 00:45:00,82.34,79.10,75.26, , 
2019-09-11 01:00:00,82.11,76.73,74.13, , 
2019-09-11 01:15:00,82.03,78.23,74.63, , 
2019-09-11 01:30:00,82.03,79.59,75.15, , 
2019-09-11 01:45:00,81.96,78.64,74.71, , 
2019-09-11 02:00:00,81.88,78.70,74.66, , 
2019-09-11 02:15:00,81.80,79.16,74.76, , 
2019-09-11 02:30:00,81.80,79.62,74.93, , 
2019-09-11 02:45:00,81.80,80.02,75.09, , 
2019-09-11 03:00:00,81.57,81.02,75.23, , 
2019-09-11 03:15:00,81.34,80.99,75.00, , 
2019-09-11 03:30:00,81.18,84.17,76.00, , 
2019-09-11 03:45:00,80.80,84.60,75.78, , 
2019-09-11 04:00:00,80.72,85.05,75.86, , 
2019-09-11 04:15:00,80.57,85.33,75.81, , 
2019-09-11 04:30:00,80.41,85.80,75.83, , 
2019-09-11 04:45:00,80.18,85.89,75.63, , 
2019-09-11 05:00:00,80.26,85.41,75.54, , 
2019-09-11 05:15:00,80.49,85.47,75.78, , 
2019-09-11 05:30:00,80.41,85.02,75.55, , 
2019-09-11 05:45:00,80.10,84.93,75.22, , 
2019-09-11 06:00:00,80.03,84.40,74.95, , 
2019-09-11 06:15:00,80.34,84.43,75.26, , 
2019-09-11 06:30:00,81.26,83.72,75.92, , 
2019-09-11 06:45:00,81.96,81.99,75.97, , 
2019-09-11 07:00:00,82.03,82.33,76.17, , 
2019-09-11 07:15:00,82.96,82.93,77.29, , 
2019-09-11 07:30:00,87.05,75.45,78.40, , 
2019-09-11 07:45:00,90.30,69.99,79.23, , 
2019-09-11 08:00:00,92.00,66.60,79.33, , 
2019-09-11 08:15:00,94.85,61.34,79.51, , 
2019-09-11 08:30:00,96.01,60.14,79.99, , 
2019-09-11 08:45:00,97.86,57.23,80.20, , 
2019-09-11 09:00:00,99.18,55.26,80.35, , 
2019-09-11 09:15:00,100.80,54.07,81.18, , 
2019-09-11 09:30:00,103.66,49.29,80.95, , 
2019-09-11 09:45:00,101.88,51.48,80.67, , 
2019-09-11 10:00:00,98.71,54.70,79.61, , 
2019-09-11 10:15:00,103.12,50.05,80.93, , 
2019-09-11 10:30:00,101.96,49.92,79.79, , 
2019-09-11 10:45:00,105.12,46.66,80.60, , 
2019-09-11 11:00:00,107.52,45.72,82.14, , 
2019-09-11 11:15:00,107.98,44.17,81.49, , 
2019-09-11 11:30:00,105.51,45.59,80.24, , 
2019-09-11 11:45:00,107.21,42.97,79.95, , 
2019-09-11 12:00:00,108.13,43.03,80.82, , 
2019-09-11 12:15:00,109.06,43.13,81.72, , 
2019-09-11 12:30:00,110.45,40.45,80.99, , 
2019-09-11 12:45:00,112.00,38.94,81.18, , 
2019-09-11 13:00:00,111.76,39.17,81.16, , 
2019-09-11 13:15:00,112.61,38.61,81.47, , 
2019-09-11 13:30:00,113.62,36.76,80.84, , 
2019-09-11 13:45:00,110.61,39.10,80.08, , 
2019-09-11 14:00:00,108.21,41.73,79.95, , 
2019-09-11 14:15:00,109.06,40.94,80.12, , 
2019-09-11 14:30:00,109.52,40.45,80.16, , 
2019-09-11 14:45:00,108.52,41.14,79.79, , 
2019-09-11 15:00:00,105.43,44.30,79.29, , 
2019-09-11 15:15:00,104.74,44.82,79.02, , 
2019-09-11 15:30:00,99.56,49.73,77.49, , 
2019-09-11 15:45:00,99.49,49.73,77.42, , 
2019-09-11 16:00:00,98.17,51.73,77.41, , 
2019-09-11 16:15:00,98.33,51.83,77.61, , 
2019-09-11 16:30:00,97.48,53.31,77.68, , 
2019-09-11 16:45:00,95.47,55.23,76.90, , 
2019-09-11 17:00:00,93.15,58.41,76.43, , 
2019-09-11 17:15:00,91.30,60.51,75.76, , 
2019-09-11 17:30:00,89.83,62.90,75.55, , 
2019-09-11 17:45:00,88.68,64.55,75.23, , 
2019-09-11 18:00:00,87.59,66.66,75.17, , 
2019-09-11 18:15:00,86.90,68.26,75.22, , 
2019-09-11 18:30:00,86.36,68.65,74.88, , 
2019-09-11 18:45:00,86.05,69.12,74.79, , 
2019-09-11 19:00:00,85.51,68.59,74.04, , 
2019-09-11 19:15:00,85.20,68.50,73.71, , 
2019-09-11 19:30:00,84.66,73.19,75.17, , 
2019-09-11 19:45:00,84.35,74.60,75.45, , 
2019-09-11 20:00:00,84.27,75.18,75.61, , 
2019-09-11 20:15:00,83.96,75.15,75.30, , 
2019-09-11 20:30:00,83.81,75.68,75.36, , 
2019-09-11 20:45:00,83.73,76.03,75.42, , 
2019-09-11 21:00:00,83.81,75.62,75.34, , 
2019-09-11 21:15:00,83.19,79.19,76.12, , 
2019-09-11 21:30:00,82.81,80.13,76.11, , 
2019-09-11 21:45:00,82.19,79.19,75.15, , 
2019-09-11 22:00:00,82.19,79.70,75.34, , 
2019-09-11 22:15:00,82.11,81.11,75.79, , 
2019-09-11 22:30:00,82.27,78.15,74.83, , 
2019-09-11 22:45:00,82.50,77.89,74.95, , 
2019-09-11 23:00:00,82.65,77.77,75.06, , 
2019-09-11 23:15:00,82.73,76.96,74.82, , 
2019-09-11 23:30:00,82.57,76.49,74.48, , 
2019-09-11 23:45:00,82.50,76.47,74.40, , 
2019-09-12 00:00:00,82.42,77.34,74.66, , 
2019-09-12 00:15:00,82.34,77.74,74.75, , 
2019-09-12 00:30:00,82.42,78.29,75.03, , 
2019-09-12 00:45:00,82.42,77.77,74.83, , 
2019-09-12 01:00:00,82.34,77.28,74.57, , 
2019-09-12 01:15:00,82.19,77.74,74.60, , 
2019-09-12 01:30:00,82.42,78.29,75.03, , 
2019-09-12 01:45:00,82.42,77.83,74.85, , 
2019-09-12 02:00:00,82.27,78.32,74.89, , 
2019-09-12 02:15:00,82.03,79.13,74.97, , 
2019-09-12 02:30:00,81.88,78.64,74.64, , 
2019-09-12 02:45:00,81.80,78.61,74.55, , 
2019-09-12 03:00:00,81.73,79.13,74.67, , 
2019-09-12 03:15:00,81.65,79.19,74.62, , 
2019-09-12 03:30:00,81.57,79.47,74.66, , 
2019-09-12 03:45:00,81.26,79.96,74.54, , 
2019-09-12 04:00:00,80.95,80.79,74.55, , 
2019-09-12 04:15:00,80.64,81.28,74.43, , 
2019-09-12 04:30:00,80.49,81.65,74.41, , 
2019-09-12 04:45:00,80.18,81.68,74.12, , 
2019-09-12 05:00:00,79.95,81.71,73.90, , 
2019-09-12 05:15:00,79.95,81.71,73.90, , 
2019-09-12 05:30:00,79.87,82.56,74.14, , 
2019-09-12 05:45:00,79.64,83.10,74.11, , 
2019-09-12 06:00:00,79.79,83.47,74.39, , 
2019-09-12 06:15:00,80.03,83.61,74.67, , 
2019-09-12 06:30:00,81.26,82.25,75.38, , 
2019-09-12 06:45:00,82.81,80.25,76.15, , 
2019-09-12 07:00:00,84.35,77.10,76.44, , 
2019-09-12 07:15:00,85.90,75.24,77.20, , 
2019-09-12 07:30:00,87.67,72.16,77.64, , 
2019-09-12 07:45:00,89.76,68.08,77.87, , 
2019-09-12 08:00:00,91.92,64.85,78.44, , 
2019-09-12 08:15:00,94.54,59.80,78.45, , 
2019-09-12 08:30:00,97.63,56.98,79.85, , 
2019-09-12 08:45:00,98.56,55.73,80.04, , 
2019-09-12 09:00:00,101.11,52.02,80.28, , 
2019-09-12 09:15:00,103.66,47.91,80.08, , 
2019-09-12 09:30:00,103.19,48.20,79.84, , 
2019-09-12 09:45:00,103.19,49.00,80.35, , 
2019-09-12 10:00:00,102.57,49.48,80.08, , 
2019-09-12 10:15:00,106.74,44.59,80.67, , 
2019-09-12 10:30:00,108.52,43.68,81.63, , 
2019-09-12 10:45:00,109.76,41.47,81.13, , 
2019-09-12 11:00:00,108.60,42.51,80.86, , 
2019-09-12 11:15:00,110.30,39.93,80.45, , 
2019-09-12 11:30:00,110.91,40.45,81.40, , 
2019-09-12 11:45:00,110.07,39.60,79.99, , 
2019-09-12 12:00:00,109.99,39.89,80.15, , 
2019-09-12 12:15:00,109.83,40.12,80.19, , 
2019-09-12 12:30:00,106.51,41.63,78.36, , 
2019-09-12 12:45:00,108.75,40.39,79.43, , 
2019-09-12 13:00:00,110.37,39.04,79.83, , 
2019-09-12 13:15:00,109.91,38.44,78.95, , 
2019-09-12 13:30:00,108.21,41.37,79.68, , 
2019-09-12 13:45:00,107.52,41.07,78.85, , 
2019-09-12 14:00:00,107.98,40.61,78.92, , 
2019-09-12 14:15:00,108.13,41.99,80.07, , 
2019-09-12 14:30:00,107.52,43.58,80.66, , 
2019-09-12 14:45:00,104.51,45.59,79.33, , 
2019-09-12 15:00:00,104.58,43.36,77.87, , 
2019-09-12 15:15:00,104.12,43.58,77.61, , 
2019-09-12 15:30:00,103.50,42.77,76.49, , 
2019-09-12 15:45:00,101.73,45.63,76.84, , 
2019-09-12 16:00:00,101.96,46.98,77.94, , 
2019-09-12 16:15:00,101.42,46.69,77.26, , 
2019-09-12 16:30:00,99.18,49.70,77.12, , 
2019-09-12 16:45:00,95.93,53.19,76.19, , 
2019-09-12 17:00:00,93.23,56.86,75.69, , 
2019-09-12 17:15:00,91.38,59.52,75.34, , 
2019-09-12 17:30:00,90.06,62.17,75.41, , 
2019-09-12 17:45:00,89.14,63.60,75.23, , 
2019-09-12 18:00:00,88.44,64.52,75.00, , 
2019-09-12 18:15:00,87.29,65.15,74.19, , 
2019-09-12 18:30:00,86.67,66.09,74.04, , 
2019-09-12 18:45:00,86.05,69.04,74.75, , 
2019-09-12 19:00:00,85.66,70.94,75.20, , 
2019-09-12 19:15:00,85.43,72.04,75.44, , 
2019-09-12 19:30:00,85.20,72.92,75.58, , 
2019-09-12 19:45:00,84.97,72.78,75.30, , 
2019-09-12 20:00:00,84.97,73.75,75.70, , 
2019-09-12 20:15:00,85.05,73.92,75.84, , 
2019-09-12 20:30:00,84.81,73.36,75.39, , 
2019-09-12 20:45:00,84.74,74.19,75.65, , 
2019-09-12 21:00:00,84.66,72.83,75.03, , 
2019-09-12 21:15:00,84.51,72.89,74.90, , 
2019-09-12 21:30:00,84.58,74.63,75.68, , 
2019-09-12 21:45:00,84.43,73.72,75.17, , 
2019-09-12 22:00:00,83.89,76.03,75.57, , 
2019-09-12 22:15:00,83.73,76.55,75.63, , 
2019-09-12 22:30:00,83.58,77.42,75.82, , 
2019-09-12 22:45:00,83.50,77.48,75.77, , 
2019-09-12 23:00:00,83.19,76.90,75.24, , 
2019-09-12 23:15:00,83.04,76.84,75.07, , 
2019-09-12 23:30:00,82.81,76.47,74.70, , 
2019-09-12 23:45:00,82.81,75.97,74.50, , 
2019-09-13 00:00:00,82.73,76.79,74.75, , 
2019-09-13 00:15:00,82.81,76.52,74.72, , 
2019-09-13 00:30:00,82.73,75.56,74.27, , 
2019-09-13 00:45:00,82.73,75.91,74.41, , 
2019-09-13 01:00:00,82.57,76.44,74.46, , 
2019-09-13 01:15:00,82.50,76.96,74.59, , 
2019-09-13 01:30:00,82.27,77.22,74.47, , 
2019-09-13 01:45:00,82.19,77.68,74.57, , 
2019-09-13 02:00:00,82.19,78.32,74.82, , 
2019-09-13 02:15:00,82.42,78.70,75.19, , 
2019-09-13 02:30:00,82.50,79.21,75.46, , 
2019-09-13 02:45:00,82.42,79.56,75.51, , 
2019-09-13 03:00:00,82.34,79.73,75.50, , 
2019-09-13 03:15:00,82.42,78.35,75.05, , 
2019-09-13 03:30:00,82.34,78.81,75.15, , 
2019-09-13 03:45:00,82.11,79.19,75.07, , 
2019-09-13 04:00:00,82.19,79.24,75.17, , 
2019-09-13 04:15:00,82.27,79.62,75.39, , 
2019-09-13 04:30:00,82.34,80.19,75.68, , 
2019-09-13 04:45:00,82.27,80.93,75.88, , 
2019-09-13 05:00:00,82.34,80.19,75.68, , 
2019-09-13 05:15:00,82.34,80.02,75.61, , 
2019-09-13 05:30:00,82.03,80.10,75.34, , 
2019-09-13 05:45:00,81.73,81.05,75.39, , 
2019-09-13 06:00:00,81.42,81.42,75.23, , 
2019-09-13 06:15:00,81.73,79.59,74.85, , 
2019-09-13 06:30:00,82.81,75.04,74.13, , 
2019-09-13 06:45:00,83.89,76.15,75.62, , 
2019-09-13 07:00:00,85.51,73.95,76.30, , 
2019-09-13 07:15:00,87.21,71.56,76.94, , 
2019-09-13 07:30:00,89.14,69.42,77.87, , 
2019-09-13 07:45:00,90.84,67.21,78.50, , 
2019-09-13 08:00:00,93.23,63.21,78.90, , 
2019-09-13 08:15:00,95.62,58.07,78.56, , 
2019-09-13 08:23:54, , , ,Logged, 
2019-09-13 08:24:48, , , ,Logged, 
2019-09-13 08:30:00,97.56,54.86,78.62, , 
2019-09-13 08:45:00,97.40,55.11,78.62, , 
2019-09-13 09:00:00,97.71,53.57,78.04, , 
2019-09-13 09:15:00,98.87,52.40,78.44, , 
2019-09-13 09:30:00,100.95,50.69,79.34, , 
2019-09-13 09:45:00,98.64,53.91,79.09, , 
2019-09-13 10:00:00,100.34,52.24,79.70, , 
2019-09-13 10:15:00,102.11,49.67,79.78, , 
2019-09-13 10:30:00,104.04,46.91,79.79, , 
2019-09-13 10:45:00,104.81,46.69,80.34, , 
2019-09-13 11:00:00,106.13,44.56,80.09, , 
2019-09-13 11:15:00,104.97,46.11,80.10, , 
2019-09-13 11:30:00,105.43,45.95,80.41, , 
2019-09-13 11:45:00,108.29,42.77,80.78, , 
2019-09-13 12:00:00,110.14,40.48,80.74, , 
2019-09-13 12:15:00,110.99,38.84,80.22, , 
2019-09-13 12:30:00,111.38,39.14,80.79, , 
2019-09-13 12:45:00,111.76,36.62,79.10, , 
2019-09-13 13:00:00,110.37,35.36,76.82, , 
2019-09-13 13:15:00,110.30,37.92,78.87, , 
2019-09-13 13:30:00,109.14,39.56,79.14, , 
2019-09-13 13:45:00,109.45,40.39,80.05, , 
2019-09-13 14:00:00,107.83,41.07,79.12, , 
2019-09-13 14:15:00,107.29,41.96,79.29, , 
2019-09-13 14:30:00,107.21,42.48,79.60, , 
2019-09-13 14:45:00,106.59,43.49,79.76, , 
2019-09-13 15:00:00,102.50,46.82,78.33, , 
2019-09-13 15:15:00,102.19,47.27,78.34, , 
2019-09-13 15:30:00,98.95,51.01,77.69, , 
2019-09-13 15:45:00,96.71,54.32,77.54, , 
2019-09-13 16:00:00,96.86,54.54,77.80, , 
2019-09-13 16:15:00,95.32,55.73,77.03, , 
2019-09-13 16:30:00,94.00,57.42,76.71, , 
2019-09-13 16:45:00,92.84,59.09,76.49, , 
2019-09-13 17:00:00,90.91,61.25,75.77, , 
2019-09-13 17:15:00,90.14,63.18,75.97, , 
2019-09-13 17:30:00,89.29,65.09,76.07, , 
2019-09-13 17:45:00,88.75,65.55,75.77, , 
2019-09-13 18:00:00,87.98,67.72,76.01, , 
2019-09-13 18:15:00,87.29,68.62,75.75, , 
2019-09-13 18:30:00,86.74,70.02,75.84, , 
2019-09-13 18:45:00,86.13,71.59,75.92, , 
