Serial Number:20485855 --

"Date Time, GMT -0400","Temp, (*C)","RH, (%)","DewPt, (*C)","Host Connect","Button Down","EOF"
2019-12-04 23:45:00,26.42,82.05,23.14, , , 
2019-12-05 00:00:00,26.47,81.73,23.12, , , 
2019-12-05 00:15:00,26.60,80.76,23.05, , , 
2019-12-05 00:30:00,26.60,80.65,23.02, , , 
2019-12-05 00:45:00,26.51,80.31,22.87, , , 
2019-12-05 01:00:00,26.47,80.79,22.93, , , 
2019-12-05 01:15:00,26.42,80.68,22.86, , , 
2019-12-05 01:30:00,26.42,80.22,22.77, , , 
2019-12-05 01:45:00,26.38,80.22,22.73, , , 
2019-12-05 02:00:00,26.42,80.22,22.77, , , 
2019-12-05 02:15:00,26.47,79.36,22.63, , , 
2019-12-05 02:30:00,26.42,80.22,22.77, , , 
2019-12-05 02:45:00,26.42,79.82,22.68, , , 
2019-12-05 03:00:00,26.34,79.33,22.50, , , 
2019-12-05 03:15:00,26.30,80.65,22.73, , , 
2019-12-05 03:30:00,26.34,80.76,22.79, , , 
2019-12-05 03:45:00,26.38,80.33,22.75, , , 
2019-12-05 04:00:00,26.30,81.11,22.82, , , 
2019-12-05 04:15:00,26.21,80.68,22.65, , , 
2019-12-05 04:30:00,26.25,80.25,22.61, , , 
2019-12-05 04:45:00,26.30,79.33,22.46, , , 
2019-12-05 05:00:00,26.34,79.27,22.49, , , 
2019-12-05 05:15:00,26.34,79.73,22.58, , , 
2019-12-05 05:30:00,26.38,79.70,22.62, , , 
2019-12-05 05:45:00,26.47,79.42,22.64, , , 
2019-12-05 06:00:00,26.47,80.73,22.91, , , 
2019-12-05 06:15:00,26.47,82.08,23.19, , , 
2019-12-05 06:30:00,26.55,80.76,23.00, , , 
2019-12-05 06:45:00,26.60,79.73,22.83, , , 
2019-12-05 07:00:00,27.02,78.03,22.89, , , 
2019-12-05 07:15:00,27.63,75.39,22.90, , , 
2019-12-05 07:30:00,28.35,75.12,23.55, , , 
2019-12-05 07:45:00,28.87,73.66,23.72, , , 
2019-12-05 08:00:00,29.60,71.89,24.02, , , 
2019-12-05 08:15:00,30.80,67.39,24.08, , , 
2019-12-05 08:30:00,31.49,65.79,24.34, , , 
2019-12-05 08:45:00,31.92,65.37,24.63, , , 
2019-12-05 09:00:00,32.09,65.64,24.87, , , 
2019-12-05 09:15:00,33.29,60.57,24.65, , , 
2019-12-05 09:30:00,34.10,59.15,25.02, , , 
2019-12-05 09:45:00,32.94,63.79,25.20, , , 
2019-12-05 10:00:00,31.19,69.30,24.92, , , 
2019-12-05 10:15:00,31.53,72.69,26.06, , , 
2019-12-05 10:30:00,33.80,62.41,25.64, , , 
2019-12-05 10:45:00,34.57,60.51,25.84, , , 
2019-12-05 11:00:00,35.78,57.60,26.13, , , 
2019-12-05 11:15:00,35.60,56.29,25.58, , , 
2019-12-05 11:30:00,35.18,57.54,25.55, , , 
2019-12-05 11:45:00,36.29,55.11,25.86, , , 
2019-12-05 12:00:00,36.25,55.14,25.83, , , 
2019-12-05 12:15:00,35.30,56.26,25.29, , , 
2019-12-05 12:30:00,35.43,54.51,24.88, , , 
2019-12-05 12:45:00,35.09,56.01,25.02, , , 
2019-12-05 13:00:00,36.98,52.05,25.53, , , 
2019-12-05 13:15:00,36.51,52.81,25.34, , , 
2019-12-05 13:30:00,37.96,51.20,26.15, , , 
2019-12-05 13:45:00,38.52,47.27,25.31, , , 
2019-12-05 14:00:00,38.65,47.81,25.62, , , 
2019-12-05 14:15:00,38.48,46.95,25.16, , , 
2019-12-05 14:30:00,38.44,48.07,25.52, , , 
2019-12-05 14:45:00,38.26,47.49,25.16, , , 
2019-12-05 15:00:00,37.54,48.68,24.91, , , 
2019-12-05 15:15:00,36.08,50.88,24.32, , , 
2019-12-05 15:30:00,35.05,53.16,24.10, , , 
2019-12-05 15:45:00,34.83,53.13,23.90, , , 
2019-12-05 16:00:00,33.93,54.04,23.35, , , 
2019-12-05 16:15:00,32.52,57.88,23.17, , , 
2019-12-05 16:30:00,31.27,59.77,22.54, , , 
2019-12-05 16:45:00,30.46,62.63,22.54, , , 
2019-12-05 17:00:00,29.90,64.03,22.38, , , 
2019-12-05 17:15:00,29.26,65.88,22.24, , , 
2019-12-05 17:30:00,28.83,67.36,22.20, , , 
2019-12-05 17:45:00,28.44,68.41,22.08, , , 
2019-12-05 18:00:00,28.14,69.21,21.99, , , 
2019-12-05 18:15:00,27.88,70.56,22.06, , , 
2019-12-05 18:30:00,27.75,72.07,22.29, , , 
2019-12-05 18:45:00,27.58,72.48,22.21, , , 
2019-12-05 19:00:00,27.50,71.89,22.00, , , 
2019-12-05 19:15:00,27.37,72.89,22.10, , , 
2019-12-05 19:30:00,27.28,73.95,22.26, , , 
2019-12-05 19:45:00,27.20,74.39,22.27, , , 
2019-12-05 20:00:00,27.24,74.71,22.38, , , 
2019-12-05 20:15:00,27.32,73.31,22.15, , , 
2019-12-05 20:30:00,27.24,73.83,22.19, , , 
2019-12-05 20:45:00,27.15,73.89,22.12, , , 
2019-12-05 21:00:00,27.07,74.28,22.12, , , 
2019-12-05 21:15:00,27.02,74.86,22.21, , , 
2019-12-05 21:30:00,27.02,75.21,22.29, , , 
2019-12-05 21:45:00,26.98,74.69,22.13, , , 
2019-12-05 22:00:00,27.02,74.22,22.07, , , 
2019-12-05 22:15:00,26.98,74.69,22.13, , , 
2019-12-05 22:30:00,26.94,75.33,22.23, , , 
2019-12-05 22:45:00,26.85,73.83,21.82, , , 
2019-12-05 23:00:00,26.90,74.71,22.05, , , 
2019-12-05 23:15:00,26.98,75.68,22.35, , , 
2019-12-05 23:30:00,26.90,75.24,22.17, , , 
2019-12-05 23:45:00,26.85,74.77,22.02, , , 
2019-12-06 00:00:00,26.94,75.74,22.32, , , 
2019-12-06 00:15:00,26.85,75.30,22.14, , , 
2019-12-06 00:30:00,26.81,75.18,22.07, , , 
2019-12-06 00:45:00,26.81,74.28,21.87, , , 
2019-12-06 01:00:00,26.77,75.27,22.05, , , 
2019-12-06 01:15:00,26.64,73.31,21.49, , , 
2019-12-06 01:30:00,26.64,75.56,21.99, , , 
2019-12-06 01:45:00,26.72,76.55,22.29, , , 
2019-12-06 02:00:00,26.77,77.05,22.43, , , 
2019-12-06 02:15:00,26.60,77.54,22.37, , , 
2019-12-06 02:30:00,26.64,78.00,22.51, , , 
2019-12-06 02:45:00,26.38,77.48,22.15, , , 
2019-12-06 03:00:00,26.38,77.37,22.13, , , 
2019-12-06 03:15:00,26.42,77.54,22.21, , , 
2019-12-06 03:30:00,26.42,74.25,21.49, , , 
2019-12-06 03:45:00,26.30,74.25,21.37, , , 
2019-12-06 04:00:00,26.21,76.47,21.77, , , 
2019-12-06 04:15:00,26.25,74.22,21.32, , , 
2019-12-06 04:30:00,26.12,75.56,21.49, , , 
2019-12-06 04:45:00,26.12,74.13,21.18, , , 
2019-12-06 05:00:00,26.04,74.60,21.20, , , 
2019-12-06 05:15:00,26.12,75.97,21.58, , , 
2019-12-06 05:30:00,26.25,76.47,21.81, , , 
2019-12-06 05:45:00,26.25,75.18,21.53, , , 
2019-12-06 06:00:00,26.21,75.18,21.49, , , 
2019-12-06 06:15:00,26.17,76.93,21.83, , , 
2019-12-06 06:30:00,26.17,74.69,21.34, , , 
2019-12-06 06:45:00,26.21,74.54,21.35, , , 
2019-12-06 07:00:00,26.25,75.65,21.64, , , 
2019-12-06 07:15:00,26.85,74.77,22.02, , , 
2019-12-06 07:30:00,27.67,73.07,22.43, , , 
2019-12-06 07:45:00,28.44,70.76,22.64, , , 
2019-12-06 08:00:00,29.38,67.57,22.78, , , 
2019-12-06 08:15:00,29.90,66.00,22.88, , , 
2019-12-06 08:30:00,30.93,63.21,23.14, , , 
2019-12-06 08:45:00,30.89,63.94,23.29, , , 
2019-12-06 09:00:00,31.27,62.78,23.35, , , 
2019-12-06 09:15:00,32.52,60.20,23.83, , , 
2019-12-06 09:30:00,34.02,56.33,24.12, , , 
2019-12-06 09:45:00,33.42,58.29,24.13, , , 
2019-12-06 10:00:00,32.04,62.14,23.91, , , 
2019-12-06 10:15:00,32.64,59.18,23.66, , , 
2019-12-06 10:30:00,33.72,57.85,24.28, , , 
2019-12-06 10:45:00,34.53,55.14,24.24, , , 
2019-12-06 11:00:00,35.60,52.72,24.48, , , 
2019-12-06 11:15:00,35.30,53.98,24.60, , , 
2019-12-06 11:30:00,35.56,53.47,24.68, , , 
2019-12-06 11:45:00,34.92,53.63,24.13, , , 
2019-12-06 12:00:00,35.69,53.76,24.89, , , 
2019-12-06 12:15:00,35.56,52.65,24.42, , , 
2019-12-06 12:30:00,35.56,52.65,24.42, , , 
2019-12-06 12:45:00,34.83,54.16,24.22, , , 
2019-12-06 13:00:00,35.69,51.61,24.20, , , 
2019-12-06 13:15:00,36.51,50.94,24.73, , , 
2019-12-06 13:30:00,37.28,49.76,25.05, , , 
2019-12-06 13:45:00,37.11,50.21,25.04, , , 
2019-12-06 14:00:00,35.35,52.94,24.31, , , 
2019-12-06 14:15:00,35.82,51.10,24.16, , , 
2019-12-06 14:30:00,35.35,53.41,24.46, , , 
2019-12-06 14:45:00,35.73,51.61,24.24, , , 
2019-12-06 15:00:00,35.65,51.67,24.18, , , 
2019-12-06 15:15:00,34.88,52.30,23.68, , , 
2019-12-06 15:30:00,34.19,54.57,23.75, , , 
2019-12-06 15:45:00,34.45,54.57,23.99, , , 
2019-12-06 16:00:00,32.56,56.92,22.93, , , 
2019-12-06 16:15:00,31.57,60.82,23.11, , , 
2019-12-06 16:30:00,30.37,64.61,22.98, , , 
2019-12-06 16:45:00,29.64,66.21,22.69, , , 
2019-12-06 17:00:00,29.30,65.15,22.10, , , 
2019-12-06 17:15:00,28.83,67.42,22.21, , , 
2019-12-06 17:30:00,28.57,68.35,22.19, , , 
2019-12-06 17:45:00,28.23,69.30,22.09, , , 
2019-12-06 18:00:00,27.93,69.69,21.90, , , 
2019-12-06 18:15:00,27.71,71.06,22.01, , , 
2019-12-06 18:30:00,27.63,71.48,22.03, , , 
2019-12-06 18:45:00,27.50,72.57,22.15, , , 
2019-12-06 19:00:00,27.54,71.59,21.97, , , 
2019-12-06 19:15:00,27.50,72.95,22.24, , , 
2019-12-06 19:30:00,27.41,72.42,22.04, , , 
2019-12-06 19:45:00,27.28,73.86,22.24, , , 
2019-12-06 20:00:00,27.28,74.25,22.32, , , 
2019-12-06 20:15:00,27.37,73.39,22.21, , , 
2019-12-06 20:30:00,27.32,73.04,22.09, , , 
2019-12-06 20:45:00,27.24,73.28,22.06, , , 
2019-12-06 21:00:00,27.15,72.01,21.69, , , 
2019-12-06 21:15:00,27.11,72.89,21.85, , , 
2019-12-06 21:30:00,27.02,73.42,21.89, , , 
2019-12-06 21:45:00,27.02,74.36,22.10, , , 
2019-12-06 22:00:00,27.07,76.58,22.63, , , 
2019-12-06 22:15:00,26.81,74.66,21.96, , , 
2019-12-06 22:30:00,26.38,77.94,22.25, , , 
2019-12-06 22:45:00,26.47,76.58,22.04, , , 
2019-12-06 23:00:00,26.60,76.67,22.19, , , 
2019-12-06 23:15:00,26.68,76.03,22.13, , , 
2019-12-06 23:30:00,26.68,75.27,21.97, , , 
2019-12-06 23:45:00,26.72,75.09,21.97, , , 
2019-12-07 00:00:00,26.68,75.74,22.07, , , 
2019-12-07 00:15:00,26.72,75.15,21.98, , , 
2019-12-07 00:30:00,26.60,75.24,21.88, , , 
2019-12-07 00:45:00,26.64,76.20,22.13, , , 
2019-12-07 01:00:00,26.64,75.62,22.00, , , 
2019-12-07 01:15:00,26.68,76.67,22.27, , , 
2019-12-07 01:30:00,26.55,78.46,22.53, , , 
2019-12-07 01:45:00,26.42,76.09,21.90, , , 
2019-12-07 02:00:00,26.42,77.02,22.10, , , 
2019-12-07 02:15:00,26.38,78.81,22.43, , , 
2019-12-07 02:30:00,26.21,77.51,21.99, , , 
2019-12-07 02:45:00,26.25,76.12,21.74, , , 
2019-12-07 03:00:00,26.21,75.53,21.57, , , 
2019-12-07 03:15:00,26.04,76.38,21.58, , , 
2019-12-07 03:30:00,25.74,77.42,21.52, , , 
2019-12-07 03:45:00,25.52,79.10,21.66, , , 
2019-12-07 04:00:00,25.44,83.75,22.51, , , 
2019-12-07 04:15:00,25.01,84.46,22.23, , , 
2019-12-07 04:30:00,25.01,85.38,22.41, , , 
2019-12-07 04:45:00,24.84,85.44,22.25, , , 
2019-12-07 05:00:00,24.45,82.64,21.33, , , 
2019-12-07 05:15:00,24.36,85.33,21.77, , , 
2019-12-07 05:30:00,24.66,85.27,22.05, , , 
2019-12-07 05:45:00,24.58,87.04,22.31, , , 
2019-12-07 06:00:00,24.62,87.51,22.44, , , 
2019-12-07 06:15:00,24.66,84.51,21.91, , , 
2019-12-07 06:30:00,24.62,83.92,21.75, , , 
2019-12-07 06:45:00,24.84,84.88,22.15, , , 
2019-12-07 07:00:00,25.48,83.64,22.53, , , 
2019-12-07 07:15:00,25.69,82.45,22.51, , , 
2019-12-07 07:30:00,25.74,83.72,22.80, , , 
2019-12-07 07:45:00,27.07,79.96,23.34, , , 
2019-12-07 08:00:00,28.27,76.00,23.66, , , 
2019-12-07 08:15:00,29.30,70.94,23.51, , , 
2019-12-07 08:30:00,30.59,68.74,24.21, , , 
2019-12-07 08:45:00,31.57,66.78,24.67, , , 
2019-12-07 09:00:00,31.92,64.61,24.44, , , 
2019-12-07 09:15:00,30.67,66.87,23.83, , , 
2019-12-07 09:30:00,31.74,65.09,24.40, , , 
2019-12-07 09:45:00,32.94,61.77,24.66, , , 
2019-12-07 10:00:00,34.02,59.65,25.08, , , 
2019-12-07 10:15:00,35.30,56.79,25.45, , , 
2019-12-07 10:30:00,33.50,58.81,24.36, , , 
2019-12-07 10:45:00,34.66,56.42,24.74, , , 
2019-12-07 11:00:00,36.59,53.06,25.50, , , 
2019-12-07 11:15:00,36.98,51.07,25.21, , , 
2019-12-07 11:30:00,36.93,50.46,24.97, , , 
2019-12-07 11:45:00,36.21,52.49,24.96, , , 
2019-12-07 12:00:00,34.88,54.64,24.40, , , 
2019-12-07 12:15:00,33.46,58.04,24.10, , , 
2019-12-07 12:30:00,35.39,55.23,25.06, , , 
2019-12-07 12:45:00,36.03,52.46,24.79, , , 
2019-12-07 13:00:00,33.93,59.37,24.92, , , 
2019-12-07 13:15:00,37.02,49.92,24.87, , , 
2019-12-07 13:30:00,37.49,48.42,24.78, , , 
2019-12-07 13:45:00,36.68,50.94,24.89, , , 
2019-12-07 14:00:00,34.36,54.07,23.75, , , 
2019-12-07 14:15:00,35.00,52.08,23.72, , , 
2019-12-07 14:30:00,35.95,50.85,24.19, , , 
2019-12-07 14:45:00,33.76,53.50,23.02, , , 
2019-12-07 15:00:00,32.56,56.89,22.92, , , 
2019-12-07 15:15:00,33.59,54.76,23.25, , , 
2019-12-07 15:30:00,33.46,54.20,22.96, , , 
2019-12-07 15:45:00,33.85,54.26,23.34, , , 
2019-12-07 16:00:00,32.86,55.14,22.69, , , 
2019-12-07 16:15:00,31.61,58.04,22.38, , , 
2019-12-07 16:30:00,30.46,59.65,21.74, , , 
2019-12-07 16:45:00,29.77,61.52,21.60, , , 
2019-12-07 17:00:00,29.13,61.92,21.10, , , 
2019-12-07 17:15:00,28.44,65.03,21.26, , , 
2019-12-07 17:30:00,28.10,65.94,21.16, , , 
2019-12-07 17:45:00,27.67,67.81,21.20, , , 
2019-12-07 18:00:00,27.20,70.05,21.28, , , 
2019-12-07 18:15:00,26.90,70.94,21.20, , , 
2019-12-07 18:30:00,26.64,71.89,21.17, , , 
2019-12-07 18:45:00,26.47,71.77,20.98, , , 
2019-12-07 19:00:00,26.30,72.27,20.93, , , 
2019-12-07 19:15:00,26.21,71.39,20.65, , , 
2019-12-07 19:30:00,26.17,72.69,20.90, , , 
2019-12-07 19:45:00,26.12,73.72,21.09, , , 
2019-12-07 20:00:00,26.08,74.07,21.12, , , 
2019-12-07 20:15:00,26.12,74.51,21.26, , , 
2019-12-07 20:30:00,26.34,74.22,21.41, , , 
2019-12-07 20:45:00,26.30,74.16,21.35, , , 
2019-12-07 21:00:00,26.42,74.19,21.48, , , 
2019-12-07 21:15:00,26.42,73.66,21.36, , , 
2019-12-07 21:30:00,26.30,74.54,21.43, , , 
2019-12-07 21:45:00,26.34,74.66,21.50, , , 
2019-12-07 22:00:00,26.25,75.12,21.52, , , 
2019-12-07 22:15:00,26.17,75.45,21.51, , , 
2019-12-07 22:30:00,26.21,76.99,21.88, , , 
2019-12-07 22:45:00,26.21,76.99,21.88, , , 
2019-12-07 23:00:00,26.12,77.31,21.87, , , 
2019-12-07 23:15:00,26.17,77.05,21.85, , , 
2019-12-07 23:30:00,26.25,76.87,21.90, , , 
2019-12-07 23:45:00,26.21,77.05,21.89, , , 
2019-12-08 00:00:00,26.12,76.96,21.79, , , 
2019-12-08 00:15:00,25.95,77.34,21.71, , , 
2019-12-08 00:30:00,25.91,76.87,21.57, , , 
2019-12-08 00:45:00,25.95,76.99,21.63, , , 
2019-12-08 01:00:00,25.95,76.99,21.63, , , 
2019-12-08 01:15:00,25.99,77.39,21.76, , , 
2019-12-08 01:30:00,25.99,76.35,21.54, , , 
2019-12-08 01:45:00,25.87,77.45,21.65, , , 
2019-12-08 02:00:00,25.95,77.28,21.69, , , 
2019-12-08 02:15:00,25.87,77.74,21.71, , , 
2019-12-08 02:30:00,25.87,78.38,21.84, , , 
2019-12-08 02:45:00,25.82,77.25,21.56, , , 
2019-12-08 03:00:00,25.78,76.96,21.46, , , 
2019-12-08 03:15:00,25.57,78.32,21.54, , , 
2019-12-08 03:30:00,25.35,77.68,21.20, , , 
2019-12-08 03:45:00,25.22,77.71,21.08, , , 
2019-12-08 04:00:00,25.27,77.60,21.10, , , 
2019-12-08 04:15:00,25.18,77.66,21.02, , , 
2019-12-08 04:30:00,25.14,77.74,21.00, , , 
2019-12-08 04:45:00,25.05,77.63,20.89, , , 
2019-12-08 05:00:00,25.09,78.09,21.03, , , 
2019-12-08 05:15:00,25.14,78.15,21.09, , , 
2019-12-08 05:30:00,25.05,78.95,21.17, , , 
2019-12-08 05:45:00,25.05,78.09,20.99, , , 
2019-12-08 06:00:00,25.01,79.01,21.14, , , 
2019-12-08 06:15:00,25.01,80.05,21.35, , , 
2019-12-08 06:30:00,25.22,79.96,21.54, , , 
2019-12-08 06:45:00,25.27,79.62,21.52, , , 
2019-12-08 07:00:00,25.48,79.50,21.70, , , 
2019-12-08 07:15:00,26.34,77.42,22.10, , , 
2019-12-08 07:30:00,27.24,73.39,22.09, , , 
2019-12-08 07:45:00,27.11,73.31,21.95, , , 
2019-12-08 08:00:00,28.57,69.39,22.44, , , 
2019-12-08 08:15:00,28.83,68.29,22.42, , , 
2019-12-08 08:30:00,29.13,70.32,23.20, , , 
2019-12-08 08:45:00,31.06,63.73,23.40, , , 
2019-12-08 09:00:00,32.60,60.73,24.05, , , 
2019-12-08 09:15:00,33.97,57.35,24.38, , , 
2019-12-08 09:30:00,34.83,56.73,25.00, , , 
2019-12-08 09:45:00,34.02,57.14,24.36, , , 
2019-12-08 10:00:00,33.63,60.14,24.85, , , 
2019-12-08 10:15:00,34.36,56.64,24.53, , , 
2019-12-08 10:30:00,34.88,56.70,25.03, , , 
2019-12-08 10:45:00,34.19,56.61,24.36, , , 
2019-12-08 11:00:00,35.52,53.94,24.79, , , 
2019-12-08 11:15:00,36.51,50.72,24.66, , , 
2019-12-08 11:30:00,37.32,50.31,25.27, , , 
2019-12-08 11:45:00,38.14,48.04,25.24, , , 
2019-12-08 12:00:00,37.71,48.52,25.01, , , 
2019-12-08 12:15:00,36.59,50.46,24.65, , , 
2019-12-08 12:30:00,37.49,48.13,24.68, , , 
2019-12-08 12:45:00,36.81,49.64,24.57, , , 
2019-12-08 13:00:00,36.33,50.18,24.32, , , 
2019-12-08 13:15:00,35.43,52.40,24.22, , , 
2019-12-08 13:30:00,36.72,50.50,24.78, , , 
2019-12-08 13:45:00,37.75,47.17,24.58, , , 
2019-12-08 14:00:00,38.48,46.14,24.87, , , 
2019-12-08 14:15:00,37.28,47.85,24.39, , , 
2019-12-08 14:30:00,36.51,49.35,24.20, , , 
2019-12-08 14:45:00,36.29,50.91,24.53, , , 
2019-12-08 15:00:00,35.35,51.10,23.72, , , 
2019-12-08 15:15:00,34.88,51.51,23.42, , , 
2019-12-08 15:30:00,34.19,52.53,23.11, , , 
2019-12-08 15:45:00,33.42,54.45,23.00, , , 
2019-12-08 16:00:00,33.42,54.70,23.07, , , 
2019-12-08 16:15:00,31.49,58.75,22.46, , , 
2019-12-08 16:30:00,30.46,60.39,21.94, , , 
2019-12-08 16:45:00,29.86,61.56,21.69, , , 
2019-12-08 17:00:00,29.26,64.18,21.81, , , 
2019-12-08 17:15:00,28.74,65.30,21.61, , , 
2019-12-08 17:30:00,28.48,65.76,21.48, , , 
2019-12-08 17:45:00,28.05,67.21,21.43, , , 
2019-12-08 18:00:00,27.80,68.11,21.40, , , 
2019-12-08 18:15:00,27.58,69.21,21.46, , , 
2019-12-08 18:30:00,27.50,70.14,21.59, , , 
2019-12-08 18:45:00,27.41,69.01,21.24, , , 
2019-12-08 19:00:00,27.20,70.47,21.38, , , 
2019-12-08 19:15:00,27.07,69.90,21.13, , , 
2019-12-08 19:30:00,26.85,71.36,21.26, , , 
2019-12-08 19:45:00,26.81,71.30,21.20, , , 
2019-12-08 20:00:00,26.77,70.41,20.96, , , 
2019-12-08 20:15:00,26.64,70.38,20.83, , , 
2019-12-08 20:30:00,26.55,69.06,20.44, , , 
2019-12-08 20:45:00,26.42,69.93,20.52, , , 
2019-12-08 21:00:00,26.34,68.92,20.20, , , 
2019-12-08 21:15:00,26.34,69.81,20.41, , , 
2019-12-08 21:30:00,26.21,69.30,20.17, , , 
2019-12-08 21:45:00,26.12,69.87,20.22, , , 
2019-12-08 22:00:00,26.04,69.81,20.12, , , 
2019-12-08 22:15:00,25.99,70.76,20.30, , , 
2019-12-08 22:30:00,26.04,72.69,20.78, , , 
2019-12-08 22:45:00,26.12,73.69,21.08, , , 
2019-12-08 23:00:00,26.30,74.22,21.36, , , 
2019-12-08 23:15:00,26.38,72.80,21.13, , , 
2019-12-08 23:30:00,26.25,71.27,20.66, , , 
2019-12-08 23:45:00,26.17,72.21,20.79, , , 
2019-12-09 00:00:00,26.12,72.66,20.85, , , 
2019-12-09 00:15:00,26.08,72.63,20.80, , , 
2019-12-09 00:30:00,25.91,73.54,20.84, , , 
2019-12-09 00:45:00,25.87,75.39,21.21, , , 
2019-12-09 01:00:00,26.04,75.50,21.40, , , 
2019-12-09 01:15:00,26.17,76.03,21.63, , , 
2019-12-09 01:30:00,26.12,77.31,21.87, , , 
2019-12-09 01:45:00,26.08,77.77,21.92, , , 
2019-12-09 02:00:00,25.95,78.20,21.89, , , 
2019-12-09 02:15:00,25.95,76.41,21.51, , , 
2019-12-09 02:30:00,26.08,79.33,22.25, , , 
2019-12-09 02:45:00,25.95,80.16,22.30, , , 
2019-12-09 03:00:00,25.99,77.83,21.85, , , 
2019-12-09 03:15:00,25.99,77.34,21.75, , , 
2019-12-09 03:30:00,25.91,78.26,21.86, , , 
2019-12-09 03:45:00,25.95,80.53,22.37, , , 
2019-12-09 04:00:00,25.99,78.87,22.07, , , 
2019-12-09 04:15:00,25.95,77.28,21.69, , , 
2019-12-09 04:30:00,26.08,77.77,21.92, , , 
2019-12-09 04:45:00,26.17,78.32,22.12, , , 
2019-12-09 05:00:00,26.12,77.77,21.96, , , 
2019-12-09 05:15:00,25.57,79.53,21.79, , , 
2019-12-09 05:30:00,25.61,80.05,21.94, , , 
2019-12-09 05:45:00,25.69,77.86,21.57, , , 
2019-12-09 06:00:00,25.65,76.41,21.22, , , 
2019-12-09 06:15:00,25.69,80.02,22.02, , , 
2019-12-09 06:30:00,25.57,79.59,21.80, , , 
2019-12-09 06:45:00,25.57,81.08,22.11, , , 
2019-12-09 07:00:00,25.87,82.02,22.59, , , 
2019-12-09 07:15:00,26.04,79.73,22.29, , , 
2019-12-09 07:30:00,26.55,77.57,22.34, , , 
2019-12-09 07:45:00,27.41,77.22,23.09, , , 
2019-12-09 08:00:00,28.18,75.04,23.37, , , 
2019-12-09 08:15:00,28.53,72.30,23.08, , , 
2019-12-09 08:30:00,29.21,70.76,23.38, , , 
2019-12-09 08:45:00,29.94,66.00,22.92, , , 
2019-12-09 09:00:00,31.01,64.21,23.48, , , 
2019-12-09 09:15:00,31.14,62.99,23.29, , , 
2019-12-09 09:30:00,32.52,57.17,22.97, , , 
2019-12-09 09:45:00,33.97,55.29,23.77, , , 
2019-12-09 10:00:00,33.76,54.01,23.18, , , 
2019-12-09 10:15:00,34.66,52.81,23.64, , , 
2019-12-09 10:30:00,34.70,52.05,23.44, , , 
2019-12-09 10:45:00,33.80,54.26,23.30, , , 
2019-12-09 11:00:00,34.45,52.81,23.44, , , 
2019-12-09 11:15:00,34.79,53.09,23.85, , , 
2019-12-09 11:30:00,35.43,52.40,24.22, , , 
2019-12-09 11:45:00,36.16,49.38,23.90, , , 
2019-12-09 12:00:00,36.21,49.89,24.11, , , 
2019-12-09 12:15:00,36.76,49.99,24.65, , , 
2019-12-09 12:30:00,35.78,51.89,24.37, , , 
2019-12-09 12:45:00,35.82,52.72,24.68, , , 
2019-12-09 13:00:00,35.35,53.41,24.46, , , 
2019-12-09 13:15:00,34.62,53.85,23.92, , , 
2019-12-09 13:30:00,34.23,54.86,23.87, , , 
2019-12-09 13:45:00,32.86,56.67,23.14, , , 
2019-12-09 14:00:00,30.37,65.33,23.16, , , 
2019-12-09 14:15:00,31.27,62.78,23.35, , , 
2019-12-09 14:30:00,32.86,57.70,23.44, , , 
2019-12-09 14:45:00,32.77,58.19,23.50, , , 
2019-12-09 15:00:00,32.52,59.96,23.76, , , 
2019-12-09 15:15:00,32.00,60.63,23.46, , , 
2019-12-09 15:30:00,31.87,60.60,23.33, , , 
2019-12-09 15:45:00,31.36,59.52,22.55, , , 
2019-12-09 16:00:00,30.33,61.62,22.15, , , 
2019-12-09 16:15:00,29.64,64.49,22.26, , , 
2019-12-09 16:30:00,29.04,67.45,22.42, , , 
2019-12-09 16:45:00,28.35,68.35,21.99, , , 
2019-12-09 17:00:00,27.84,71.62,22.27, , , 
2019-12-09 17:15:00,27.54,73.83,22.48, , , 
2019-12-09 17:30:00,26.21,77.97,22.09, , , 
2019-12-09 17:45:00,25.22,78.64,21.27, , , 
2019-12-09 18:00:00,25.09,82.67,21.97, , , 
2019-12-09 18:15:00,24.88,80.31,21.28, , , 
2019-12-09 18:30:00,25.05,83.13,22.01, , , 
2019-12-09 18:45:00,25.48,83.66,22.54, , , 
2019-12-09 19:00:00,26.08,78.29,22.03, , , 
2019-12-09 19:15:00,26.34,76.55,21.91, , , 
2019-12-09 19:30:00,26.60,77.02,22.26, , , 
2019-12-09 19:45:00,26.72,73.36,21.59, , , 
2019-12-09 20:00:00,26.72,75.56,22.07, , , 
2019-12-09 20:15:00,26.72,74.80,21.91, , , 
2019-12-09 20:30:00,26.81,74.19,21.85, , , 
2019-12-09 20:45:00,26.77,75.15,22.02, , , 
2019-12-09 21:00:00,26.85,73.89,21.83, , , 
2019-12-09 21:15:00,26.81,73.81,21.77, , , 
2019-12-09 21:30:00,26.81,73.72,21.75, , , 
2019-12-09 21:45:00,26.77,73.34,21.62, , , 
2019-12-09 22:00:00,26.68,72.69,21.40, , , 
2019-12-09 22:15:00,26.51,73.78,21.47, , , 
2019-12-09 22:30:00,26.34,75.12,21.60, , , 
2019-12-09 22:45:00,26.38,75.21,21.66, , , 
2019-12-09 23:00:00,26.47,74.19,21.52, , , 
2019-12-09 23:15:00,26.47,73.34,21.33, , , 
2019-12-09 23:30:00,26.42,74.69,21.59, , , 
